,序號,券商,價格,買進股數,賣出股數
2282,4566,981E元大發財,564.0,1005,4000
2283,4567,981E元大發財,565.0,1070,1000
2283,4568,981E元大發財,566.0,1000,2000
2284,4569,981E元大發財,569.0,1000,0
2284,4570,981E元大發財,574.0,1000,0
2285,4571,981F元大福營,559.0,0,1000
2285,4572,981F元大福營,560.0,1000,0
2286,4573,981F元大福營,561.0,0,2000
2286,4574,981F元大福營,562.0,2010,1000
2287,4575,981F元大福營,563.0,4135,300
2287,4576,981F元大福營,564.0,0,1020
2288,4577,981F元大福營,565.0,1005,0
2288,4578,981F元大福營,570.0,0,1000
2289,4579,981F元大福營,571.0,30,0
2289,4580,981F元大福營,572.0,5,40
2290,4581,981F元大福營,573.0,0,1000
2290,4582,981g元大大里,559.0,1000,0
2291,4583,981g元大大里,560.0,3320,2300
2291,4584,981g元大大里,561.0,3012,0
2292,4585,981g元大大里,562.0,1002,0
2292,4586,981g元大大里,563.0,2000,1100
2293,4587,981g元大大里,564.0,2000,2010
2293,4588,981g元大大里,565.0,2013,0
2294,4589,981g元大大里,566.0,1000,0
2294,4590,981g元大大里,567.0,0,3000
2295,4591,981g元大大里,568.0,0,2000
2295,4592,981g元大大里,570.0,0,1000
2296,4593,981g元大大里,571.0,10,1000
2296,4594,981g元大大里,572.0,0,1000
2297,4595,981G元大彰化,558.0,1000,0
2297,4596,981G元大彰化,560.0,27,0
2298,4597,981G元大彰化,561.0,1000,0
2298,4598,981G元大彰化,562.0,0,15
2299,4599,981G元大彰化,563.0,200,1000
2299,4600,981G元大彰化,564.0,1000,0
2300,4601,981G元大彰化,565.0,3,1000
2300,4602,981G元大彰化,568.0,2000,1000
2301,4603,981G元大彰化,571.0,2,200
2301,4604,981G元大彰化,572.0,1000,0
2302,4605,981h元大屏生,558.0,0,1000
2302,4606,981h元大屏生,560.0,1000,0
2303,4607,981h元大屏生,561.0,1102,1650
2303,4608,981h元大屏生,562.0,0,1000
2304,4609,981h元大屏生,563.0,1000,10
2304,4610,981h元大屏生,564.0,6,10
2305,4611,981h元大屏生,565.0,0,21
2305,4612,981h元大屏生,566.0,2000,0
2306,4613,981h元大屏生,568.0,95,0
2306,4614,981h元大屏生,569.0,2000,1000
2307,4615,981h元大屏生,572.0,0,1000
2307,4616,981h元大屏生,573.0,0,1000
2308,4617,981i元大西螺,559.0,2000,0
2308,4618,981i元大西螺,560.0,0,3
2309,4619,981i元大西螺,561.0,1000,0
2309,4620,981i元大西螺,564.0,1000,0
2310,4621,981i元大西螺,566.0,1050,0
2310,4622,981i元大西螺,567.0,2000,0
2311,4623,981i元大西螺,570.0,1000,0
2311,4624,981I元大天母,558.0,2000,0
2312,4625,981I元大天母,559.0,3000,0
2312,4626,981I元大天母,560.0,7100,0
2313,4627,981I元大天母,561.0,2000,0
2313,4628,981I元大天母,562.0,2050,1000
2314,4629,981I元大天母,563.0,3000,0
2314,4630,981I元大天母,564.0,7000,12000
2315,4631,981I元大天母,565.0,1100,1000
2315,4632,981I元大天母,566.0,2000,2000
2316,4633,981I元大天母,567.0,5000,1000
2316,4634,981I元大天母,568.0,1000,4000
2317,4635,981I元大天母,569.0,0,1000
2317,4636,981I元大天母,570.0,1000,0
2318,4637,981I元大天母,571.0,1000,0
2318,4638,981I元大天母,574.0,0,1000
2319,4639,981j元大士林,560.0,1100,0
2319,4640,981j元大士林,561.0,2000,1000
2320,4641,981j元大士林,562.0,2000,1000
2320,4642,981j元大士林,563.0,9000,0
2321,4643,981j元大士林,564.0,1000,0
2321,4644,981j元大士林,565.0,15,1000
2322,4645,981j元大士林,566.0,0,1000
2322,4646,981j元大士林,567.0,0,1100
2323,4647,981j元大士林,570.0,10,0
2323,4648,981j元大士林,571.0,1030,1000
2324,4649,981K元大林園,559.0,1000,0
2324,4650,981K元大林園,560.0,1050,0
2325,4651,981L元大莒光,559.0,2000,0
2325,4652,981L元大莒光,561.0,100,0
2326,4653,981L元大莒光,562.0,145,4000
2326,4654,981L元大莒光,563.0,75,0
2327,4655,981L元大莒光,564.0,3015,1050
2327,4656,981L元大莒光,565.0,1080,0
2328,4657,981L元大莒光,566.0,5,0
2328,4658,981L元大莒光,568.0,1000,0
2329,4659,981L元大莒光,569.0,1000,0
2329,4660,981L元大莒光,571.0,1000,0
2330,4661,981L元大莒光,573.0,0,1000
2330,4662,981L元大莒光,574.0,0,1000
2331,4663,981m元大前金,558.0,2000,0
2331,4664,981m元大前金,559.0,1000,0
2332,4665,981m元大前金,560.0,1000,0
2332,4666,981m元大前金,561.0,5105,0
2333,4667,981m元大前金,562.0,100,0
2333,4668,981m元大前金,563.0,1000,0
2334,4669,981m元大前金,564.0,1050,30
2334,4670,981m元大前金,565.0,30,0
2335,4671,981m元大前金,566.0,5,0
2335,4672,981m元大前金,567.0,0,1000
2336,4673,981m元大前金,568.0,0,2000
2336,4674,981m元大前金,569.0,0,1000
2337,4675,981m元大前金,573.0,1000,1000
2337,4676,981m元大前金,574.0,2000,0
2338,4677,981M元大苗栗,558.0,1000,0
2338,4678,981M元大苗栗,561.0,1000,0
2339,4679,981M元大苗栗,563.0,1000,0
2339,4680,981M元大苗栗,564.0,0,6
2340,4681,981M元大苗栗,565.0,100,1090
2340,4682,981M元大苗栗,568.0,1000,0
2341,4683,981M元大苗栗,571.0,50,0
2341,4684,981n元大旗山,560.0,0,1000
2342,4685,981n元大旗山,561.0,1,0
2342,4686,981n元大旗山,562.0,1,0
2343,4687,981n元大旗山,563.0,65,0
2343,4688,981n元大旗山,565.0,50,0
2344,4689,981n元大旗山,567.0,1000,0
2344,4690,981N元大金門,563.0,60,0
2345,4691,981N元大金門,564.0,1002,0
2345,4692,981p元大松山,558.0,0,5000
2346,4693,981p元大松山,559.0,2000,7000
2346,4694,981p元大松山,561.0,1010,0
2347,4695,981p元大松山,562.0,0,1000
2347,4696,981p元大松山,563.0,1000,1000
2348,4697,981p元大松山,566.0,100,0
2348,4698,981p元大松山,569.0,1000,0
2349,4699,981q元大萬華,559.0,1000,0
2349,4700,981q元大萬華,560.0,12000,1150
2350,4701,981q元大萬華,561.0,50,200
2350,4702,981q元大萬華,562.0,1100,0
2351,4703,981q元大萬華,564.0,0,6000
2351,4704,981q元大萬華,566.0,2000,0
2352,4705,981q元大萬華,567.0,1000,0
2352,4706,981q元大萬華,571.0,0,3000
2353,4707,981q元大萬華,573.0,0,2000
2353,4708,981Q元大太平,559.0,1000,0
2354,4709,981Q元大太平,562.0,0,1000
2354,4710,981Q元大太平,563.0,1000,0
2355,4711,981Q元大太平,564.0,5,0
2355,4712,981r元大屏南,560.0,0,1000
2356,4713,981r元大屏南,561.0,510,50
2356,4714,981r元大屏南,562.0,1317,50
2357,4715,981r元大屏南,563.0,1000,1000
2357,4716,981r元大屏南,564.0,1150,1000
2358,4717,981r元大屏南,565.0,0,1000
2358,4718,981r元大屏南,570.0,1000,0
2359,4719,981R元大竹山,559.0,1000,0
2359,4720,981R元大竹山,560.0,16000,0
2360,4721,981R元大竹山,563.0,0,1000
2360,4722,981R元大竹山,565.0,0,1000
2361,4723,981R元大竹山,568.0,0,14000
2361,4724,981S元大崇德,559.0,0,1000
2362,4725,981S元大崇德,561.0,1200,0
2362,4726,981S元大崇德,562.0,1000,0
2363,4727,981S元大崇德,563.0,1200,2000
2363,4728,981S元大崇德,564.0,1054,0
2364,4729,981S元大崇德,565.0,0,5
2364,4730,981S元大崇德,566.0,0,1000
2365,4731,981S元大崇德,570.0,1000,0
2365,4732,981S元大崇德,572.0,0,1000
2366,4733,981U元大華山,562.0,1000,0
2366,4734,981U元大華山,563.0,0,6000
2367,4735,981U元大華山,564.0,1000,1000
2367,4736,981U元大華山,566.0,1000,0
2368,4737,981U元大華山,569.0,6,0
2368,4738,981V元大民雄,560.0,1000,35
2369,4739,981V元大民雄,562.0,1000,0
2369,4740,981V元大民雄,564.0,30,1000
2370,4741,981V元大民雄,573.0,100,0
2370,4742,981X元大東門,560.0,1000,0
2371,4743,981X元大東門,562.0,2000,0
2371,4744,981X元大東門,563.0,0,1000
2372,4745,981X元大東門,565.0,0,1000
2372,4746,981X元大東門,566.0,1000,0
2373,4747,981X元大東門,567.0,2000,0
2373,4748,981X元大東門,568.0,1000,0
2374,4749,981y元大善化,558.0,1000,0
2374,4750,981y元大善化,560.0,2121,0
2375,4751,981y元大善化,561.0,1000,0
2375,4752,981y元大善化,562.0,100,1010
2376,4753,981y元大善化,563.0,0,1000
2376,4754,981y元大善化,564.0,3050,2000
2377,4755,981y元大善化,565.0,34,70
2377,4756,981y元大善化,566.0,3,0
2378,4757,981y元大善化,569.0,0,2000
2378,4758,981y元大善化,571.0,0,1000
2379,4759,981y元大善化,572.0,1000,0
2379,4760,981y元大善化,574.0,1000,0
2380,4761,981z元大大統,558.0,1000,0
2380,4762,981z元大大統,560.0,5000,0
2381,4763,981z元大大統,561.0,1000,1000
2381,4764,981z元大大統,562.0,4000,2000
2382,4765,981z元大大統,563.0,3200,3000
2382,4766,981z元大大統,564.0,2000,2000
2383,4767,981z元大大統,565.0,1120,2100
2383,4768,981z元大大統,566.0,1000,5000
2384,4769,981z元大大統,567.0,1000,1000
2384,4770,981z元大大統,568.0,20,0
2385,4771,981z元大大統,569.0,0,1000
2385,4772,981z元大大統,570.0,0,3000
2386,4773,981z元大大統,571.0,0,1000
2386,4774,981z元大大統,572.0,2000,0
2387,4775,981z元大大統,573.0,0,2000
2387,4776,981z元大大統,574.0,0,1000
2388,4777,981Z元大潮州,560.0,1000,0
2388,4778,981Z元大潮州,561.0,0,1000
2389,4779,981Z元大潮州,562.0,1000,0
2389,4780,981Z元大潮州,564.0,2003,1000
2390,4781,981Z元大潮州,565.0,2000,0
2390,4782,981Z元大潮州,566.0,30,0
2391,4783,981Z元大潮州,568.0,1000,1000
2391,4784,9822元大學府,560.0,2100,0
2392,4785,9822元大學府,562.0,2000,0
2392,4786,9822元大學府,563.0,150,1000
2393,4787,9822元大學府,564.0,0,2000
2393,4788,9822元大學府,565.0,30,50
2394,4789,9822元大學府,567.0,0,10
2394,4790,9822元大學府,569.0,0,1000
2395,4791,9822元大學府,572.0,1020,0
2395,4792,9822元大學府,573.0,30,0
2396,4793,9824元大向上,565.0,50,0
2396,4794,9825元大新營,558.0,1000,0
2397,4795,9825元大新營,559.0,2000,0
2397,4796,9825元大新營,560.0,1010,0
2398,4797,9825元大新營,561.0,1000,0
2398,4798,9825元大新營,562.0,1000,0
2399,4799,9825元大新營,564.0,1130,0
2399,4800,9825元大新營,566.0,1000,0
2400,4801,9825元大新營,569.0,0,1000
2400,4802,9825元大新營,573.0,0,1000
2401,4803,9829元大永康,558.0,1000,0
2401,4804,9829元大永康,561.0,1000,0
2402,4805,9829元大永康,562.0,11000,0
2402,4806,9829元大永康,563.0,0,10000
2403,4807,9829元大永康,564.0,100,1000
2403,4808,9829元大永康,565.0,50,0
2404,4809,9829元大永康,567.0,1000,1000
2404,4810,9829元大永康,568.0,1000,0
2405,4811,9829元大永康,570.0,200,0
2405,4812,982A元大羅東,558.0,1000,0
2406,4813,982A元大羅東,559.0,1000,0
2406,4814,982A元大羅東,560.0,1000,0
2407,4815,982A元大羅東,561.0,3000,0
2407,4816,982A元大羅東,562.0,4009,0
2408,4817,982A元大羅東,563.0,1100,4010
2408,4818,982A元大羅東,564.0,104,0
2409,4819,982A元大羅東,565.0,1050,0
2409,4820,982A元大羅東,566.0,1100,2000
2410,4821,982A元大羅東,567.0,2000,0
2410,4822,982A元大羅東,569.0,0,1000
2411,4823,982A元大羅東,570.0,0,3000
2411,4824,982A元大羅東,571.0,0,1000
2412,4825,982B元大博愛,558.0,1000,0
2412,4826,982B元大博愛,559.0,1000,9000
2413,4827,982B元大博愛,560.0,10000,10
2413,4828,982B元大博愛,561.0,10020,30
2414,4829,982B元大博愛,562.0,3100,0
2414,4830,982B元大博愛,563.0,1021,0
2415,4831,982B元大博愛,564.0,0,10
2415,4832,982B元大博愛,565.0,0,2260
2416,4833,982B元大博愛,566.0,98,0
2416,4834,982B元大博愛,568.0,0,1000
2417,4835,982B元大博愛,569.0,1000,0
2417,4836,982B元大博愛,573.0,1000,1000
2418,4837,982C元大六合,559.0,1000,0
2418,4838,982C元大六合,560.0,8100,0
2419,4839,982C元大六合,561.0,1050,1000
2419,4840,982C元大六合,562.0,11022,1000
2420,4841,982C元大六合,563.0,6300,0
2420,4842,982C元大六合,564.0,0,35
2421,4843,982C元大六合,565.0,2074,0
2421,4844,982C元大六合,568.0,105,0
2422,4845,982F元大忠鼎,560.0,5000,1000
2422,4846,982F元大忠鼎,561.0,0,7000
2423,4847,982F元大忠鼎,563.0,25,0
2423,4848,982F元大忠鼎,564.0,6000,5000
2424,4849,9831元大四維,559.0,1000,0
2424,4850,9831元大四維,560.0,3250,0
2425,4851,9831元大四維,561.0,1000,0
2425,4852,9831元大四維,562.0,1000,0
2426,4853,9831元大四維,563.0,1000,0
2426,4854,9831元大四維,564.0,30,1000
2427,4855,9831元大四維,565.0,1000,0
2427,4856,9831元大四維,566.0,105,0
2428,4857,9831元大四維,567.0,0,2000
2428,4858,9831元大四維,568.0,10,1000
2429,4859,9831元大四維,569.0,0,1000
2429,4860,9831元大四維,573.0,1000,0
2430,4861,9833元大敦化,559.0,0,1000
2430,4862,9833元大敦化,560.0,200,0
2431,4863,9833元大敦化,561.0,0,1000
2431,4864,9833元大敦化,562.0,5000,0
2432,4865,9833元大敦化,563.0,1010,0
2432,4866,9833元大敦化,564.0,3201,0
2433,4867,9833元大敦化,565.0,150,100
2433,4868,9833元大敦化,567.0,0,100
2434,4869,9833元大敦化,569.0,0,2000
2434,4870,9833元大敦化,572.0,1000,0
2435,4871,9834元大中壢,559.0,1000,0
2435,4872,9834元大中壢,560.0,4200,1020
2436,4873,9834元大中壢,561.0,1005,1033
2436,4874,9834元大中壢,562.0,1250,3000
2437,4875,9834元大中壢,563.0,3235,200
2437,4876,9834元大中壢,564.0,25,3100
2438,4877,9834元大中壢,565.0,3135,0
2438,4878,9834元大中壢,566.0,2000,0
2439,4879,9834元大中壢,567.0,0,100
2439,4880,9834元大中壢,569.0,1000,1000
2440,4881,9834元大中壢,570.0,5,0
2440,4882,9834元大中壢,573.0,2000,1000
2441,4883,9835元大中山,560.0,1000,0
2441,4884,9835元大中山,562.0,10,0
2442,4885,9835元大中山,563.0,0,1000
2442,4886,9835元大中山,564.0,3020,66
2443,4887,9835元大中山,567.0,1000,0
2443,4888,9835元大中山,568.0,0,45
2444,4889,9835元大中山,569.0,1000,0
2444,4890,9835元大中山,571.0,34,0
2445,4891,9837元大北港,560.0,1000,0
2445,4892,9837元大北港,561.0,2,0
2446,4893,9837元大北港,562.0,1150,1000
2446,4894,9837元大北港,564.0,0,1000
2447,4895,9837元大北港,565.0,1000,100
2447,4896,9837元大北港,566.0,1000,0
2448,4897,9837元大北港,569.0,1000,1000
2448,4898,9837元大北港,574.0,0,1000
2449,4899,9838元大豐原,559.0,2000,0
2449,4900,9838元大豐原,560.0,2100,0
2450,4901,9838元大豐原,561.0,1000,20
2450,4902,9838元大豐原,562.0,2000,0
2451,4903,9838元大豐原,563.0,1120,2000
2451,4904,9838元大豐原,564.0,0,2000
2452,4905,9838元大豐原,565.0,1000,1000
2452,4906,9838元大豐原,567.0,0,1000
2453,4907,9838元大豐原,569.0,10,0
2453,4908,9838元大豐原,573.0,1000,0
2454,4909,983B元大林森,561.0,400,0
2454,4910,983B元大林森,562.0,1002,0
2455,4911,983B元大林森,565.0,1000,20
2455,4912,983B元大林森,568.0,10,0
2456,4913,983B元大林森,573.0,0,50
2456,4914,983f元大竹東,560.0,10,1000
2457,4915,983f元大竹東,562.0,0,2000
2457,4916,983f元大竹東,563.0,2000,0
2458,4917,983f元大竹東,564.0,0,1000
2458,4918,983f元大竹東,565.0,1000,0
2459,4919,983f元大竹東,566.0,1000,0
2459,4920,983f元大竹東,570.0,0,1000
2460,4921,983G元大上新,560.0,3050,0
2460,4922,983G元大上新,563.0,5250,0
2461,4923,983G元大上新,565.0,1153,0
2461,4924,983G元大上新,568.0,3,1000
2462,4925,983i元大大雅,558.0,1000,0
2462,4926,983i元大大雅,560.0,1000,2000
2463,4927,983i元大大雅,561.0,2050,2
2463,4928,983i元大大雅,562.0,2250,0
2464,4929,983i元大大雅,563.0,1000,1000
2464,4930,983i元大大雅,564.0,1050,1100
2465,4931,983i元大大雅,565.0,0,93
2465,4932,983i元大大雅,566.0,3005,1000
2466,4933,983i元大大雅,569.0,0,1000
2466,4934,983i元大大雅,571.0,0,60
2467,4935,983i元大大雅,573.0,1000,0
2467,4936,983i元大大雅,574.0,1000,0
2468,4937,983j元大仁愛,560.0,0,2000
2468,4938,983j元大仁愛,562.0,50,0
2469,4939,983j元大仁愛,563.0,1000,1000
2469,4940,983j元大仁愛,564.0,1050,3000
2470,4941,983j元大仁愛,566.0,6200,2000
2470,4942,983j元大仁愛,567.0,1000,0
2471,4943,983j元大仁愛,573.0,1000,1000
2471,4944,983K元大學甲,562.0,1000,0
2472,4945,983K元大學甲,564.0,0,40
2472,4946,983K元大學甲,566.0,40,0
2473,4947,983M元大木柵,560.0,1000,1000
2473,4948,983M元大木柵,562.0,0,1000
2474,4949,983M元大木柵,563.0,0,1000
2474,4950,983M元大木柵,565.0,5000,21
2475,4951,983M元大木柵,567.0,1000,0
2475,4952,983N元大大安,559.0,1000,0
2476,4953,983N元大大安,560.0,1000,100
2476,4954,983N元大大安,561.0,1000,1000
2477,4955,983N元大大安,562.0,5010,5000
2477,4956,983N元大大安,563.0,1000,0
2478,4957,983N元大大安,564.0,1000,0
2478,4958,983N元大大安,566.0,1017,1000
2479,4959,983N元大大安,573.0,1000,0
2479,4960,983U元大頭份,560.0,30,0
2480,4961,983U元大頭份,561.0,0,50
2480,4962,983U元大頭份,562.0,1000,2000
2481,4963,983U元大頭份,563.0,5080,2150
2481,4964,983U元大頭份,564.0,0,1000
2482,4965,983U元大頭份,565.0,100,1000
2482,4966,983U元大頭份,572.0,1000,0
2483,4967,983V元大竹南,558.0,1000,0
2483,4968,983V元大竹南,560.0,1000,0
2484,4969,983V元大竹南,562.0,100,0
2484,4970,983V元大竹南,564.0,1000,1000
2485,4971,983V元大竹南,571.0,100,0
2485,4972,983V元大竹南,573.0,1000,0
2486,4973,983W元大德芳,558.0,1000,0
2486,4974,983W元大德芳,560.0,2000,0
2487,4975,983W元大德芳,563.0,1000,0
2487,4976,983W元大德芳,564.0,0,1100
2488,4977,983W元大德芳,565.0,1090,0
2488,4978,983W元大德芳,569.0,0,1000
2489,4979,983W元大德芳,570.0,0,1000
2489,4980,983W元大德芳,571.0,0,10
2490,4981,983Z元大鳳山,560.0,2000,0
2490,4982,983Z元大鳳山,561.0,2004,0
2491,4983,983Z元大鳳山,562.0,1000,0
2491,4984,983Z元大鳳山,563.0,4,0
2492,4985,983Z元大鳳山,564.0,0,4000
2492,4986,984C元大新中,560.0,50,0
2493,4987,984C元大新中,561.0,1000,0
2493,4988,984C元大新中,564.0,50,0
2494,4989,984C元大新中,565.0,1050,100
2494,4990,984C元大新中,566.0,2000,0
2495,4991,984C元大新中,567.0,0,100
2495,4992,984C元大新中,571.0,10,0
2496,4993,984E元大南勢,561.0,50,3000
2496,4994,984E元大南勢,563.0,3230,0
2497,4995,984E元大南勢,565.0,30,0
2497,4996,984E元大南勢,568.0,0,1000
2498,4997,984E元大南勢,569.0,1000,0
2498,4998,984H元大景美,560.0,1010,0
2499,4999,984H元大景美,561.0,100,0
2499,5000,984H元大景美,562.0,50,0
2500,5001,984H元大景美,563.0,250,50
2500,5002,984H元大景美,565.0,0,1250
2501,5003,984H元大景美,567.0,0,50
2501,5004,984H元大景美,571.0,4,0
2502,5005,984K元大館前,558.0,4000,0
2502,5006,984K元大館前,559.0,2000,1000
2503,5007,984K元大館前,560.0,6000,1000
2503,5008,984K元大館前,562.0,2000,3000
2504,5009,984K元大館前,563.0,2000,0
2504,5010,984K元大館前,564.0,5000,0
2505,5011,984K元大館前,565.0,1000,2000
2505,5012,984K元大館前,566.0,1000,0
2506,5013,984K元大館前,567.0,0,98
2506,5014,984K元大館前,568.0,0,2000
2507,5015,984K元大館前,571.0,0,21
2507,5016,984K元大館前,573.0,1000,1000
2508,5017,984K元大館前,574.0,1000,0
2508,5018,9852元大永春,559.0,0,1000
2509,5019,9852元大永春,560.0,13050,3000
2509,5020,9852元大永春,561.0,2000,11000
2510,5021,9852元大永春,562.0,2000,1000
2510,5022,9852元大永春,563.0,4030,0
2511,5023,9852元大永春,564.0,10,0
2511,5024,9852元大永春,565.0,40,800
2512,5025,9852元大永春,566.0,1040,0
2512,5026,9852元大永春,567.0,1000,0
2513,5027,9852元大永春,571.0,0,1000
2513,5028,9852元大永春,572.0,0,5000
2514,5029,9853元大南屯,559.0,1000,0
2514,5030,9853元大南屯,560.0,3000,1000
2515,5031,9853元大南屯,561.0,300,0
2515,5032,9853元大南屯,562.0,210,0
2516,5033,9853元大南屯,563.0,1300,0
2516,5034,9853元大南屯,564.0,250,1000
2517,5035,9853元大南屯,565.0,1010,7
2517,5036,9853元大南屯,566.0,1,1000
2518,5037,9853元大南屯,567.0,1000,0
2518,5038,9853元大南屯,568.0,100,0
2519,5039,9853元大南屯,570.0,8,1000
2519,5040,9853元大南屯,574.0,0,1000
2520,5041,9854元大興安,558.0,0,2000
2520,5042,9854元大興安,560.0,3000,0
2521,5043,9854元大興安,561.0,60,12
2521,5044,9854元大興安,562.0,1000,1000
2522,5045,9854元大興安,563.0,1000,10
2522,5046,9854元大興安,564.0,50,0
2523,5047,9854元大興安,565.0,1200,100
2523,5048,9854元大興安,566.0,1000,0
2524,5049,9854元大興安,567.0,25,0
2524,5050,9854元大興安,571.0,30,0
2525,5051,9854元大興安,572.0,38,0
2525,5052,9856元大花蓮,558.0,1000,0
2526,5053,9856元大花蓮,559.0,1000,0
2526,5054,9856元大花蓮,560.0,1020,0
2527,5055,9856元大花蓮,561.0,0,1000
2527,5056,9856元大花蓮,562.0,1059,0
2528,5057,9856元大花蓮,563.0,10,28
2528,5058,9856元大花蓮,564.0,1000,0
2529,5059,9856元大花蓮,565.0,1050,1000
2529,5060,9856元大花蓮,566.0,0,25
2530,5061,9856元大花蓮,567.0,2000,1100
2530,5062,9856元大花蓮,568.0,30,1000
2531,5063,9856元大花蓮,570.0,1000,0
2531,5064,9857元大東蘆,560.0,3010,0
2532,5065,9857元大東蘆,561.0,1000,0
2532,5066,9857元大東蘆,562.0,0,3000
2533,5067,9857元大東蘆,563.0,3040,1000
2533,5068,9857元大東蘆,564.0,1000,0
2534,5069,9857元大東蘆,565.0,1400,1000
2534,5070,9857元大東蘆,567.0,0,18
2535,5071,9857元大東蘆,568.0,5,0
2535,5072,9857元大東蘆,573.0,1000,0
2536,5073,9858元大龍潭,560.0,2055,1000
2536,5074,9858元大龍潭,561.0,1025,2035
2537,5075,9858元大龍潭,562.0,3006,2000
2537,5076,9858元大龍潭,563.0,2013,1000
2538,5077,9858元大龍潭,564.0,2037,13124
2538,5078,9858元大龍潭,565.0,17,5
2539,5079,9858元大龍潭,566.0,3010,4000
2539,5080,9858元大龍潭,567.0,0,30
2540,5081,9858元大龍潭,568.0,1,1000
2540,5082,9858元大龍潭,573.0,0,1000
2541,5083,9859元大經國,559.0,1000,1000
2541,5084,9859元大經國,560.0,8000,1000
2542,5085,9859元大經國,561.0,2100,0
2542,5086,9859元大經國,562.0,6250,101
2543,5087,9859元大經國,563.0,1100,3310
2543,5088,9859元大經國,564.0,4055,2000
2544,5089,9859元大經國,565.0,200,8000
2544,5090,9859元大經國,566.0,3000,2000
2545,5091,9859元大經國,567.0,1000,100
2545,5092,9859元大經國,568.0,3000,2000
2546,5093,9859元大經國,570.0,100,2000
2546,5094,9859元大經國,571.0,0,1000
2547,5095,985C元大鳳中,558.0,1000,0
2547,5096,985C元大鳳中,559.0,1000,0
2548,5097,985C元大鳳中,560.0,2005,0
2548,5098,985C元大鳳中,561.0,2110,0
2549,5099,985C元大鳳中,562.0,1000,0
2549,5100,985C元大鳳中,563.0,1159,0
2550,5101,985C元大鳳中,564.0,80,850
2550,5102,985C元大鳳中,565.0,100,2000
2551,5103,985C元大鳳中,568.0,25,0
2551,5104,985C元大鳳中,572.0,1000,0
2552,5105,9862元大南京,559.0,1000,2000
2552,5106,9862元大南京,560.0,6000,0
2553,5107,9862元大南京,561.0,2000,0
2553,5108,9862元大南京,562.0,5000,0
2554,5109,9862元大南京,563.0,223,0
2554,5110,9862元大南京,564.0,1406,100
2555,5111,9862元大南京,565.0,109,10
2555,5112,9862元大南京,566.0,25,5000
2556,5113,9862元大南京,568.0,103,0
2556,5114,9862元大南京,570.0,1030,0
2557,5115,9862元大南京,571.0,0,5000
2557,5116,9863元大和平,559.0,0,1000
2558,5117,9863元大和平,560.0,3100,0
2558,5118,9863元大和平,561.0,1000,50
2559,5119,9863元大和平,562.0,3100,0
2559,5120,9863元大和平,563.0,2043,0
2560,5121,9863元大和平,564.0,1050,0
2560,5122,9863元大和平,565.0,50,1000
2561,5123,9863元大和平,568.0,1000,0
2561,5124,9867元大北成,558.0,1000,0
2562,5125,9867元大北成,559.0,1000,0
2562,5126,9867元大北成,560.0,3025,0
2563,5127,9867元大北成,561.0,2040,1000
2563,5128,9867元大北成,562.0,3000,0
2564,5129,9867元大北成,563.0,2010,100
2564,5130,9867元大北成,564.0,1130,1100
2565,5131,9867元大北成,565.0,55,0
2565,5132,9867元大北成,566.0,1000,0
2566,5133,9867元大北成,567.0,1000,0
2566,5134,9867元大北成,568.0,0,3000
2567,5135,9868元大文心,559.0,0,1000
2567,5136,9868元大文心,560.0,4000,6000
2568,5137,9868元大文心,561.0,0,50
2568,5138,9868元大文心,564.0,1050,0
2569,5139,9868元大文心,573.0,0,40
2569,5140,9869元大新盛,560.0,2000,0
2570,5141,9869元大新盛,561.0,1000,0
2570,5142,9869元大新盛,562.0,0,1000
2571,5143,9869元大新盛,563.0,15010,2000
2571,5144,9869元大新盛,564.0,200,0
2572,5145,9869元大新盛,565.0,10,20
2572,5146,9869元大新盛,573.0,1000,1000
2573,5147,986K元大基孝,561.0,1025,0
2573,5148,986K元大基孝,562.0,0,1000
2574,5149,986K元大基孝,563.0,0,2000
2574,5150,986K元大基孝,564.0,1000,0
2575,5151,986K元大基孝,565.0,1000,0
2575,5152,986K元大基孝,566.0,1000,0
2576,5153,986K元大基孝,569.0,0,1000
2576,5154,986K元大基孝,573.0,1000,0
2577,5155,9871元大忠孝,560.0,100,1060
2577,5156,9871元大忠孝,561.0,2000,0
2578,5157,9871元大忠孝,562.0,1700,1000
2578,5158,9871元大忠孝,563.0,2100,0
2579,5159,9871元大忠孝,565.0,2150,2080
2579,5160,9871元大忠孝,566.0,10,50
2580,5161,9871元大忠孝,571.0,0,2000
2580,5162,9871元大忠孝,573.0,2004,0
2581,5163,9872元大復北,558.0,0,1000
2581,5164,9872元大復北,560.0,7000,5
2582,5165,9872元大復北,561.0,1,0
2582,5166,9872元大復北,562.0,4101,4030
2583,5167,9872元大復北,563.0,2000,40
2583,5168,9872元大復北,564.0,1020,0
2584,5169,9872元大復北,565.0,6050,1000
2584,5170,9872元大復北,566.0,1000,0
2585,5171,9872元大復北,568.0,5000,1000
2585,5172,9872元大復北,569.0,0,1000
2586,5173,9873元大西門,558.0,1000,0
2586,5174,9873元大西門,560.0,2100,0
2587,5175,9873元大西門,562.0,1000,1000
2587,5176,9873元大西門,563.0,200,0
2588,5177,9873元大西門,564.0,0,1000
2588,5178,9873元大西門,566.0,0,1000
2589,5179,9873元大西門,568.0,1000,1000
2589,5180,9873元大西門,569.0,1000,0
2590,5181,9873元大西門,571.0,0,10
2590,5182,9873元大西門,573.0,0,5
