,序號,券商,價格,買進股數,賣出股數
969,1939,700I兆豐北高,562.0,7000,1000
969,1940,700I兆豐北高,563.0,0,1000
970,1941,700I兆豐北高,564.0,1000,5000
970,1942,700I兆豐北高,565.0,0,1201
971,1943,700I兆豐北高,566.0,1000,0
971,1944,700I兆豐北高,567.0,1000,0
972,1945,700I兆豐北高,571.0,1000,1000
972,1946,700j兆豐大安,558.0,1000,0
973,1947,700j兆豐大安,559.0,0,2000
973,1948,700j兆豐大安,560.0,2000,0
974,1949,700j兆豐大安,561.0,1000,0
974,1950,700j兆豐大安,563.0,1000,1000
975,1951,700j兆豐大安,564.0,1000,1130
975,1952,700j兆豐大安,570.0,0,1000
976,1953,700J兆豐公益,560.0,3000,0
976,1954,700J兆豐公益,561.0,10,0
977,1955,700J兆豐公益,562.0,30,0
977,1956,700J兆豐公益,563.0,4068,0
978,1957,700J兆豐公益,564.0,1000,4000
978,1958,700J兆豐公益,565.0,0,1000
979,1959,700J兆豐公益,566.0,1000,0
979,1960,700J兆豐公益,572.0,0,1000
980,1961,700J兆豐公益,574.0,0,1000
980,1962,700k兆豐員林,560.0,4100,0
981,1963,700k兆豐員林,561.0,0,1000
981,1964,700k兆豐員林,562.0,2000,20
982,1965,700k兆豐員林,563.0,0,100
982,1966,700k兆豐員林,565.0,0,200
983,1967,700k兆豐員林,567.0,0,50
983,1968,700k兆豐員林,568.0,0,1030
984,1969,700k兆豐員林,569.0,0,1000
984,1970,700k兆豐員林,573.0,0,1000
985,1971,700K兆豐新營,562.0,0,1000
985,1972,700K兆豐新營,563.0,1000,0
986,1973,700K兆豐新營,568.0,0,1000
986,1974,700K兆豐新營,573.0,1000,0
987,1975,700L兆豐天母,560.0,1000,0
987,1976,700L兆豐天母,561.0,2000,0
988,1977,700L兆豐天母,562.0,1000,0
988,1978,700L兆豐天母,563.0,1050,1200
989,1979,700L兆豐天母,566.0,50,0
989,1980,700L兆豐天母,570.0,25,0
990,1981,700L兆豐天母,574.0,1000,0
990,1982,700M兆豐桃園,560.0,3070,0
991,1983,700M兆豐桃園,563.0,0,1000
991,1984,700M兆豐桃園,565.0,200,0
992,1985,700M兆豐桃園,568.0,0,1000
992,1986,700N兆豐埔墘,560.0,3000,3000
993,1987,700N兆豐埔墘,561.0,1000,2
993,1988,700N兆豐埔墘,563.0,1000,0
994,1989,700N兆豐埔墘,564.0,1000,0
994,1990,700N兆豐埔墘,571.0,0,1000
995,1991,700p兆豐復興,559.0,10000,0
995,1992,700p兆豐復興,560.0,1000,0
996,1993,700p兆豐復興,561.0,15,0
996,1994,700p兆豐復興,562.0,1000,0
997,1995,700p兆豐復興,563.0,1000,5000
997,1996,700p兆豐復興,573.0,0,1000
998,1997,700P兆豐南京,561.0,100,0
998,1998,700P兆豐南京,562.0,1000,0
999,1999,700P兆豐南京,563.0,1000,1000
999,2000,700P兆豐南京,566.0,3000,0
1000,2001,700P兆豐南京,568.0,0,39000
1000,2002,700P兆豐南京,569.0,0,5000
1001,2003,700q兆豐內湖,560.0,1000,0
1001,2004,700q兆豐內湖,562.0,1000,0
1002,2005,700q兆豐內湖,564.0,0,1000
1002,2006,700q兆豐內湖,566.0,2000,0
1003,2007,700r兆豐寶成,560.0,2000,11000
1003,2008,700r兆豐寶成,561.0,1000,0
1004,2009,700r兆豐寶成,562.0,1000,0
1004,2010,700r兆豐寶成,563.0,1040,0
1005,2011,700r兆豐寶成,564.0,5050,0
1005,2012,700r兆豐寶成,565.0,0,2000
1006,2013,700r兆豐寶成,573.0,50,0
1006,2014,700R兆豐小港,560.0,100,0
1007,2015,700R兆豐小港,564.0,1000,0
1007,2016,700R兆豐小港,570.0,1000,0
1008,2017,700s兆豐岡山,560.0,0,4000
1008,2018,700s兆豐岡山,562.0,100,0
1009,2019,700S兆豐大同,560.0,1000,0
1009,2020,700S兆豐大同,561.0,1000,1000
1010,2021,700S兆豐大同,562.0,1010,0
1010,2022,700S兆豐大同,563.0,1000,0
1011,2023,700S兆豐大同,565.0,100,0
1011,2024,700S兆豐大同,572.0,0,1000
1012,2025,700U兆豐桃鶯,562.0,10,0
1012,2026,700V兆豐新竹,560.0,1150,1000
1013,2027,700V兆豐新竹,561.0,1100,0
1013,2028,700V兆豐新竹,562.0,1200,0
1014,2029,700V兆豐新竹,563.0,50,1000
1014,2030,700V兆豐新竹,564.0,2075,500
1015,2031,700V兆豐新竹,565.0,70,250
1015,2032,700V兆豐新竹,566.0,100,0
1016,2033,700V兆豐新竹,567.0,0,26
1016,2034,700V兆豐新竹,569.0,50,0
1017,2035,700V兆豐新竹,570.0,260,0
1017,2036,700V兆豐新竹,571.0,1150,0
1018,2037,700V兆豐新竹,572.0,50,0
1018,2038,700w兆豐新莊,560.0,1000,0
1019,2039,700w兆豐新莊,562.0,0,2000
1019,2040,700w兆豐新莊,563.0,1000,1000
1020,2041,700w兆豐新莊,564.0,0,1000
1020,2042,700W兆豐城中,560.0,1000,0
1021,2043,700W兆豐城中,561.0,400,0
1021,2044,700W兆豐城中,562.0,0,7000
1022,2045,700W兆豐城中,563.0,1000,1000
1022,2046,700W兆豐城中,565.0,1000,0
1023,2047,700W兆豐城中,566.0,1000,0
1023,2048,700X兆豐永和,562.0,1010,0
1024,2049,700X兆豐永和,565.0,2,0
1024,2050,700X兆豐永和,566.0,1000,0
1025,2051,700Z兆豐高雄,557.0,0,2000
1025,2052,700Z兆豐高雄,559.0,0,1000
1026,2053,700Z兆豐高雄,560.0,1100,0
1026,2054,700Z兆豐高雄,561.0,30,0
1027,2055,700Z兆豐高雄,562.0,2100,0
1027,2056,700Z兆豐高雄,563.0,6000,3000
1028,2057,700Z兆豐高雄,564.0,16000,0
1028,2058,700Z兆豐高雄,565.0,10000,1000
1029,2059,700Z兆豐高雄,566.0,10000,0
1029,2060,700Z兆豐高雄,567.0,6000,1000
1030,2061,700Z兆豐高雄,569.0,6,0
1030,2062,7030致    和,563.0,7000,0
1031,2063,7030致    和,565.0,0,6000
1031,2064,7032致和佳里,561.0,1000,0
1032,2065,7032致和佳里,562.0,1000,0
1032,2066,7032致和佳里,564.0,1000,0
1033,2067,7034致和金華,562.0,1000,0
1033,2068,7034致和金華,569.0,2000,0
1034,2069,7035致和東門,560.0,1000,0
1034,2070,7035致和東門,563.0,0,1000
1035,2071,7036致和高雄,561.0,10,0
1035,2072,7036致和高雄,563.0,0,1000
1036,2073,7036致和高雄,564.0,0,1000
1036,2074,703B致和崇德,560.0,1000,0
1037,2075,703B致和崇德,561.0,1000,0
1037,2076,703B致和崇德,563.0,100,0
1038,2077,703B致和崇德,566.0,0,1000
1038,2078,7070豐    農,561.0,0,1000
1039,2079,7070豐    農,562.0,0,1000
1039,2080,7070豐    農,563.0,0,3000
1040,2081,7070豐    農,564.0,2000,0
1040,2082,7070豐    農,569.0,1000,0
1041,2083,7080石    橋,565.0,1000,0
1041,2084,7750北    城,560.0,1000,2000
1042,2085,7750北    城,562.0,2000,0
1042,2086,7750北    城,563.0,3000,1000
1043,2087,7750北    城,564.0,1000,0
1043,2088,7750北    城,565.0,1000,0
1044,2089,7750北    城,566.0,0,20
1044,2090,7750北    城,567.0,1000,0
1045,2091,7790國票綜合,558.0,0,1000
1045,2092,7790國票綜合,559.0,0,7000
1046,2093,7790國票綜合,561.0,0,1000
1046,2094,7790國票綜合,562.0,1000,5000
1047,2095,7790國票綜合,563.0,2000,1000
1047,2096,7790國票綜合,564.0,136,2000
1048,2097,7790國票綜合,565.0,5100,0
1048,2098,7790國票綜合,566.0,3000,2000
1049,2099,7790國票綜合,568.0,1000,0
1049,2100,7790國票綜合,571.0,1000,0
1050,2101,7790國票綜合,573.0,0,136
1050,2102,7792國票北投,560.0,1000,0
1051,2103,7792國票北投,563.0,3050,0
1051,2104,7792國票北投,564.0,14000,10
1052,2105,7792國票北投,565.0,0,1000
1052,2106,7792國票北投,571.0,0,9000
1053,2107,7792國票北投,573.0,0,10
1053,2108,7795國票南港,560.0,150,0
1054,2109,7795國票南港,562.0,1000,1000
1054,2110,7795國票南港,570.0,30,0
1055,2111,7795國票南港,572.0,1000,0
1055,2112,7797國票中正,558.0,1000,0
1056,2113,7797國票中正,559.0,0,1000
1056,2114,7797國票中正,562.0,1000,0
1057,2115,7797國票中正,563.0,1053,0
1057,2116,7797國票中正,571.0,0,20
1058,2117,7797國票中正,573.0,0,1000
1058,2118,7798國票內壢,563.0,1000,5000
1059,2119,7798國票內壢,565.0,5300,0
1059,2120,779c國票敦北,558.0,1000,1000
1060,2121,779c國票敦北,559.0,2000,0
1060,2122,779c國票敦北,560.0,4000,4000
1061,2123,779c國票敦北,561.0,1000,200
1061,2124,779c國票敦北,562.0,2000,6000
1062,2125,779c國票敦北,563.0,1000,1000
1062,2126,779c國票敦北,564.0,5000,0
1063,2127,779c國票敦北,565.0,0,1000
1063,2128,779c國票敦北,570.0,0,1000
1064,2129,779D國票台南,560.0,2000,0
1064,2130,779D國票台南,562.0,3000,0
1065,2131,779D國票台南,564.0,0,1050
1065,2132,779D國票台南,565.0,100,1000
1066,2133,779D國票台南,566.0,30,0
1066,2134,779e國票南科,562.0,1000,1000
1067,2135,779e國票南科,563.0,2000,0
1067,2136,779e國票南科,564.0,0,1000
1068,2137,779E國票南崁,560.0,1000,0
1068,2138,779E國票南崁,563.0,20,0
1069,2139,779E國票南崁,566.0,0,1000
1069,2140,779G國票新莊,563.0,1000,0
1070,2141,779G國票新莊,565.0,1000,0
1070,2142,779H國票嘉義,558.0,0,5000
1071,2143,779H國票嘉義,561.0,2000,0
1071,2144,779j國票和平,560.0,100,0
1072,2145,779j國票和平,561.0,1002,0
1072,2146,779j國票和平,562.0,1000,0
1073,2147,779j國票和平,563.0,1,0
1073,2148,779j國票和平,564.0,1,0
1074,2149,779j國票和平,565.0,1000,0
1074,2150,779j國票和平,566.0,3,0
1075,2151,779j國票和平,569.0,0,1000
1075,2152,779j國票和平,573.0,0,10
1076,2153,779J國票北高,560.0,3000,0
1076,2154,779J國票北高,561.0,1030,0
1077,2155,779J國票北高,562.0,1000,0
1077,2156,779J國票北高,564.0,20,0
1078,2157,779J國票北高,565.0,200,0
1078,2158,779J國票北高,566.0,0,1000
1079,2159,779m國票中港,560.0,0,1000
1079,2160,779m國票中港,567.0,1000,0
1080,2161,779n國票南京,559.0,1000,0
1080,2162,779n國票南京,560.0,1000,0
1081,2163,779n國票南京,561.0,1000,0
1081,2164,779n國票南京,562.0,1005,0
1082,2165,779n國票南京,563.0,5,0
1082,2166,779n國票南京,568.0,3,0
1083,2167,779P國票九鼎,560.0,2000,0
1083,2168,779P國票九鼎,561.0,1000,0
1084,2169,779P國票九鼎,562.0,1000,0
1084,2170,779P國票九鼎,563.0,55,0
1085,2171,779P國票九鼎,565.0,1000,1000
1085,2172,779P國票九鼎,566.0,1000,0
1086,2173,779P國票九鼎,567.0,1000,0
1086,2174,779r國票桃園,558.0,1000,0
1087,2175,779r國票桃園,562.0,0,1000
1087,2176,779r國票桃園,566.0,30,0
1088,2177,779u國票長城,560.0,2000,202000
1088,2178,779u國票長城,561.0,0,1000
1089,2179,779u國票長城,562.0,7000,31000
1089,2180,779u國票長城,563.0,2000,30000
1090,2181,779u國票長城,564.0,10,28000
1090,2182,779u國票長城,565.0,500,3000
1091,2183,779u國票長城,568.0,20,1000
1091,2184,779u國票長城,569.0,1000,0
1092,2185,779u國票長城,572.0,34000,0
1092,2186,779u國票長城,573.0,67000,0
1093,2187,779u國票長城,574.0,99000,0
1093,2188,779v國票台中,562.0,1000,0
1094,2189,779v國票台中,563.0,1000,0
1094,2190,779v國票台中,565.0,50,0
1095,2191,779v國票台中,566.0,2,0
1095,2192,779v國票台中,567.0,0,1000
1096,2193,779v國票台中,571.0,0,1000
1096,2194,779V國票天祥,560.0,2000,0
1097,2195,779V國票天祥,563.0,1000,5
1097,2196,779V國票天祥,572.0,1000,0
1098,2197,779W國票彰化,561.0,0,3000
1098,2198,779W國票彰化,562.0,1000,0
1099,2199,779W國票彰化,563.0,2000,0
1099,2200,779X國票中和,558.0,1000,0
1100,2201,779X國票中和,560.0,5000,1000
1100,2202,779X國票中和,563.0,100,0
1101,2203,779X國票中和,564.0,1000,0
1101,2204,779X國票中和,565.0,1000,100
1102,2205,779X國票中和,566.0,0,1000
1102,2206,779z國票博愛,558.0,5000,0
1103,2207,779z國票博愛,560.0,0,10000
1103,2208,779z國票博愛,562.0,2030,0
1104,2209,779z國票博愛,564.0,2000,100
1104,2210,779z國票博愛,565.0,0,38
1105,2211,779z國票博愛,566.0,1000,5000
1105,2212,779z國票博愛,568.0,1000,0
1106,2213,779Z國票安和,559.0,1000,0
1106,2214,779Z國票安和,560.0,2000,0
1107,2215,779Z國票安和,561.0,2000,0
1107,2216,779Z國票安和,562.0,3000,6000
1108,2217,779Z國票安和,563.0,1010,11000
1108,2218,779Z國票安和,564.0,1000,0
1109,2219,779Z國票安和,565.0,0,1200
1109,2220,779Z國票安和,566.0,10,0
1110,2221,779Z國票安和,567.0,1000,0
1110,2222,779Z國票安和,569.0,4000,0
1111,2223,779Z國票安和,571.0,8,0
1111,2224,779Z國票安和,573.0,1000,0
1112,2225,8150台    新,558.0,2000,0
1112,2226,8150台    新,559.0,1000,2000
1113,2227,8150台    新,560.0,26290,16000
1113,2228,8150台    新,561.0,7130,10030
1114,2229,8150台    新,562.0,14065,15000
1114,2230,8150台    新,563.0,10665,13560
1115,2231,8150台    新,564.0,11213,4050
1115,2232,8150台    新,565.0,31520,7600
1116,2233,8150台    新,566.0,5345,1210
1116,2234,8150台    新,567.0,1000,3000
1117,2235,8150台    新,568.0,2128,1000
1117,2236,8150台    新,569.0,1000,1200
1118,2237,8150台    新,570.0,3200,3000
1118,2238,8150台    新,571.0,1080,0
1119,2239,8150台    新,572.0,3000,1000
1119,2240,8150台    新,573.0,2050,30
1120,2241,8151台新建北,560.0,3000,1000
1120,2242,8151台新建北,561.0,1050,1000
1121,2243,8151台新建北,562.0,20,1000
1121,2244,8151台新建北,563.0,1000,1000
1122,2245,8151台新建北,564.0,1000,20
1122,2246,8151台新建北,565.0,1000,40
1123,2247,8151台新建北,566.0,0,2000
1123,2248,8151台新建北,568.0,1000,0
1124,2249,8151台新建北,570.0,0,16000
1124,2250,8151台新建北,574.0,0,10000
1125,2251,8152台新新莊,558.0,1000,0
1125,2252,8152台新新莊,560.0,1000,1000
1126,2253,8152台新新莊,561.0,2015,0
1126,2254,8152台新新莊,562.0,20,0
1127,2255,8152台新新莊,563.0,2000,1000
1127,2256,8152台新新莊,564.0,1100,0
1128,2257,8152台新新莊,565.0,70,45
1128,2258,8152台新新莊,566.0,100,0
1129,2259,8152台新新莊,568.0,20,0
1129,2260,8156台新三民,560.0,1000,0
1130,2261,8156台新三民,561.0,50,1000
1130,2262,8156台新三民,562.0,10010,0
1131,2263,8156台新三民,563.0,100,0
1131,2264,8156台新三民,567.0,1000,0
1132,2265,8156台新三民,570.0,0,1000
1132,2266,8157台新左楠,561.0,300,6
1133,2267,8157台新左楠,563.0,0,300
1133,2268,8157台新左楠,565.0,1100,0
1134,2269,8157台新左楠,573.0,1000,0
1134,2270,8158台新松江,560.0,1000,1100
1135,2271,8158台新松江,561.0,2,2000
1135,2272,8158台新松江,562.0,1000,0
1136,2273,8158台新松江,563.0,2050,0
1136,2274,8158台新松江,564.0,120,0
1137,2275,8158台新松江,565.0,1400,1000
1137,2276,8158台新松江,566.0,1000,1000
1138,2277,8158台新松江,570.0,1150,1000
1138,2278,8158台新松江,571.0,0,1000
1139,2279,8158台新松江,572.0,0,3000
1139,2280,8158台新松江,573.0,1000,0
1140,2281,8158台新松江,574.0,1000,0
1140,2282,8159台新台南,558.0,6000,2000
1141,2283,8159台新台南,559.0,0,10000
1141,2284,8159台新台南,560.0,12000,2000
1142,2285,8159台新台南,561.0,0,11000
1142,2286,8159台新台南,562.0,150,0
1143,2287,8159台新台南,563.0,2000,3000
1143,2288,8159台新台南,564.0,1200,0
1144,2289,8159台新台南,568.0,120,115
1144,2290,8159台新台南,571.0,0,1150
1145,2291,815A台新高雄,558.0,0,1000
1145,2292,815A台新高雄,560.0,1030,0
1146,2293,815A台新高雄,561.0,3005,2025
1146,2294,815A台新高雄,562.0,4225,2000
1147,2295,815A台新高雄,563.0,2121,3440
1147,2296,815A台新高雄,564.0,2650,10
1148,2297,815A台新高雄,565.0,5150,1100
1148,2298,815A台新高雄,566.0,2000,1000
1149,2299,815A台新高雄,568.0,20,0
1149,2300,815A台新高雄,569.0,0,3000
1150,2301,815A台新高雄,570.0,2000,0
1150,2302,815A台新高雄,571.0,1010,2000
1151,2303,815A台新高雄,572.0,0,1000
1151,2304,815B台新台中,558.0,1000,5000
1152,2305,815B台新台中,559.0,1000,1000
1152,2306,815B台新台中,560.0,4355,5000
1153,2307,815B台新台中,561.0,3100,1000
1153,2308,815B台新台中,562.0,3075,4120
1154,2309,815B台新台中,563.0,7310,23000
1154,2310,815B台新台中,564.0,700,1049
1155,2311,815B台新台中,565.0,260,3000
1155,2312,815B台新台中,566.0,3020,2000
1156,2313,815B台新台中,567.0,0,1000
1156,2314,815B台新台中,568.0,150,1000
1157,2315,815B台新台中,569.0,3000,1000
1157,2316,815B台新台中,570.0,1100,0
1158,2317,815B台新台中,571.0,100,0
1158,2318,815B台新台中,573.0,21000,1000
1159,2319,815H台新屏東,558.0,1000,0
1159,2320,815H台新屏東,560.0,1050,0
1160,2321,815H台新屏東,563.0,2011,2000
1160,2322,815H台新屏東,564.0,1000,0
1161,2323,815H台新屏東,565.0,2000,0
1161,2324,815H台新屏東,572.0,0,1000
1162,2325,815S台新中壢,560.0,2000,0
1162,2326,815S台新中壢,561.0,10,0
1163,2327,815S台新中壢,565.0,60,0
1163,2328,815S台新中壢,570.0,0,1000
1164,2329,815S台新中壢,572.0,0,1000
1164,2330,815Y台新新營,558.0,0,2000
1165,2331,815Y台新新營,560.0,1020,26000
1165,2332,815Y台新新營,561.0,6050,0
1166,2333,815Y台新新營,562.0,7022,0
1166,2334,815Y台新新營,563.0,7000,0
1167,2335,815Y台新新營,564.0,1000,1000
1167,2336,815Y台新新營,566.0,5050,3000
1168,2337,815Y台新新營,567.0,1000,0
1168,2338,815Y台新新營,568.0,0,1000
1169,2339,8380安    泰,561.0,0,1000
1169,2340,8380安    泰,562.0,0,1000
1170,2341,8380安    泰,563.0,0,100
1170,2342,8380安    泰,564.0,1000,0
1171,2343,8381安泰大發,560.0,0,1000
1171,2344,8381安泰大發,561.0,2000,0
1172,2345,8381安泰大發,562.0,0,1000
1172,2346,8381安泰大發,564.0,2000,1000
1173,2347,8381安泰大發,565.0,1020,3000
1173,2348,8381安泰大發,569.0,0,2000
1174,2349,8381安泰大發,570.0,1000,0
1174,2350,8382安泰楠梓,562.0,1000,0
1175,2351,8382安泰楠梓,563.0,100,0
1175,2352,8382安泰楠梓,566.0,50,0
1176,2353,8440摩根大通,558.0,7000,6000
1176,2354,8440摩根大通,559.0,34000,33000
1177,2355,8440摩根大通,560.0,92000,100000
1177,2356,8440摩根大通,561.0,48000,125000
1178,2357,8440摩根大通,562.0,65000,102000
1178,2358,8440摩根大通,563.0,86000,80656
1179,2359,8440摩根大通,564.0,50000,43000
1179,2360,8440摩根大通,565.0,76000,64000
1180,2361,8440摩根大通,566.0,11000,77000
1180,2362,8440摩根大通,567.0,39000,5000
1181,2363,8440摩根大通,568.0,42000,6000
1181,2364,8440摩根大通,569.0,43000,5000
1182,2365,8440摩根大通,570.0,9000,1000
1182,2366,8440摩根大通,571.0,4000,2168
1183,2367,8440摩根大通,572.0,4000,0
1183,2368,8440摩根大通,573.0,0,6000
1184,2369,8440摩根大通,574.0,0,1000
1184,2370,8450康    和,560.0,1000,5000
1185,2371,8450康    和,561.0,0,1000
1185,2372,8450康    和,563.0,0,3000
1186,2373,8450康    和,564.0,0,200
1186,2374,8450康    和,567.0,0,2000
1187,2375,8450康    和,569.0,0,1000
1187,2376,8451康和延平,561.0,5000,0
1188,2377,8451康和延平,564.0,0,100
1188,2378,8455康和台中,558.0,1000,0
1189,2379,8455康和台中,559.0,1000,0
1189,2380,8455康和台中,560.0,5000,0
1190,2381,8455康和台中,561.0,3000,1000
1190,2382,8455康和台中,564.0,50,4000
1191,2383,8455康和台中,567.0,0,2000
1191,2384,8455康和台中,571.0,100,0
1192,2385,8456康和新竹,564.0,10,0
1192,2386,8458康和台南,559.0,2000,0
1193,2387,8458康和台南,565.0,5,0
1193,2388,8458康和台南,569.0,1000,3000
1194,2389,8459康和嘉義,558.0,1000,0
1194,2390,8459康和嘉義,560.0,2000,2000
1195,2391,8459康和嘉義,561.0,2000,0
1195,2392,8459康和嘉義,562.0,1100,0
1196,2393,8459康和嘉義,563.0,2000,0
1196,2394,8459康和嘉義,564.0,0,1000
1197,2395,8459康和嘉義,566.0,0,1000
1197,2396,8459康和嘉義,569.0,0,2000
1198,2397,8459康和嘉義,570.0,0,1000
1198,2398,8459康和嘉義,571.0,0,1000
1199,2399,8459康和嘉義,574.0,1000,0
1199,2400,845A康和內湖,558.0,1000,0
1200,2401,845A康和內湖,561.0,1000,0
1200,2402,845A康和內湖,562.0,1000,0
1201,2403,845A康和內湖,565.0,20,0
1201,2404,845A康和內湖,567.0,0,1000
1202,2405,845A康和內湖,568.0,0,1000
1202,2406,845A康和內湖,571.0,0,1000
1203,2407,845B康和永和,561.0,1000,0
1203,2408,845B康和永和,563.0,10,1000
1204,2409,845B康和永和,564.0,1000,0
1204,2410,845B康和永和,567.0,2000,0
1205,2411,845D康和板橋,558.0,1000,0
1205,2412,845D康和板橋,559.0,1000,0
1206,2413,845D康和板橋,560.0,2000,1000
1206,2414,845D康和板橋,561.0,1000,0
1207,2415,845D康和板橋,562.0,25,1000
1207,2416,845D康和板橋,564.0,2000,0
1208,2417,845D康和板橋,566.0,1000,0
1208,2418,845E康和澎湖,562.0,1000,0
1209,2419,845E康和澎湖,565.0,50,0
1209,2420,845E康和澎湖,566.0,1000,0
1210,2421,845F康和仁愛,560.0,2000,1000
1210,2422,845F康和仁愛,563.0,2000,0
1211,2423,845J康和高雄,563.0,2000,0
1211,2424,845J康和高雄,564.0,100,0
1212,2425,845J康和高雄,565.0,0,150
1212,2426,845R康和石牌,561.0,0,1000
1213,2427,845R康和石牌,573.0,3000,0
1213,2428,845S康和南崁,559.0,0,4000
1214,2429,845S康和南崁,562.0,2000,0
1214,2430,845S康和南崁,563.0,0,1000
1215,2431,845S康和南崁,570.0,1000,0
1215,2432,845S康和南崁,573.0,2000,0
1216,2433,845U康和復興,560.0,10000,0
1216,2434,845U康和復興,562.0,3000,1000
1217,2435,845U康和復興,563.0,1000,0
1217,2436,845U康和復興,564.0,7000,1000
1218,2437,845U康和復興,573.0,100,0
1218,2438,845U康和復興,574.0,0,9000
1219,2439,8490萬    泰,558.0,1000,1000
1219,2440,8490萬    泰,561.0,1000,0
